,id,UserId,ProductId,Time,Score,Summary,Text,helpful
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Robert,B010CEHQTG,2018-01-08T00:00:00.000Z,4,Cool product,"I had an Alexa, but thought the show would be cool as it would allow me to link a camera to it, see videos for info I wanted to look up, play my prime video account. It would have been a 5 if I could see all prime shows/movies on it.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Tbgixxer,B010CEHQTG,2017-10-13T00:00:00.000Z,5,fun device with smart home integration,The echo show works great for home automation. Being able to see your security cameras or drop in on your home through the echos camera are great features.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Marty2016,B010CEHQTG,2017-10-20T00:00:00.000Z,4,Its good for different reasons,"Its great, just needs expanding information on it.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,LJ1966,B010CEHQTG,2018-01-27T00:00:00.000Z,5,Amazon Show is too fun!,"We had the Echo (still do, it's just in another room) and purchased the Show. We also have a couple of Dots and have them all set to communicate with each other. As you walk by the Show, it gives mini tips, news, fun facts, etc. Love it! You can even use it like Skype with others who have a show.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Nick,B010CEHQTG,2018-01-15T00:00:00.000Z,5,A better digital assistant,"My wife wanted this, so I got it as a gift. Even though I have had an Amazon Echo for a year, I think the Show is much better. The screen takes a lot of the mystery out of what Alexa is doing. Both my wife and daughter love it.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Lm2000,B010CEHQTG,2017-09-20T00:00:00.000Z,5,Buy one now,"This thing is awesome, great speakers on it too. Go out and grab one",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,fasteddiek,B010CEHQTG,2017-11-06T00:00:00.000Z,5,Our 5th Echo Show! Drop in feature is used a lot!,"Our 5th Echo Show. We love the Drop In feature, allowing us to use them as an intercom. The ease of playing music on all of them at once throughout the house, and controlled from any device is used daily. The connection to our Sonos system is a real plus. Also connected to our Dish TV receiver.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Ladybutterfly,B010CEHQTG,2017-12-29T00:00:00.000Z,5,Amazing!!!!,"I love the Echo Show and its many features, great purchase.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Rilo,B010CEHQTG,2017-12-08T00:00:00.000Z,5,Replaces FaceTime for me,"I use to communicate with family. I love the drop in feature and it’s much easier to hear everyone as opposed to FaceTime on speakerphone. It has more to offer, but that is enough for me to recommend for anyone who uses video to keep in touch.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Katy,B010CEHQTG,2018-01-06T00:00:00.000Z,5,Easy instructions to get started,"Was recommended to me, and we love it, use for music, timer in the kitchen, great recipes, and love the question of the day, only have had for 2 weeks can’t wait to explore more!",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Curlys,B010CEHQTG,2018-01-06T00:00:00.000Z,5,"great price, fun gadget","Bought for my daughters dorm, good device for streaming, making calls, etc., even for quick weather report",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,KeepOnLearning,B010CEHQTG,2017-08-11T00:00:00.000Z,5,Excellent!,"Love it so much! Have been using it every day...news, YouTube videos... buying more smart home products to make good use of Alexa.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,DJBryce,B010CEHQTG,2017-12-20T00:00:00.000Z,4,Amazing Technology,"I love this unit. Very well designed and built. It's very easy to use and has a huge amount of features. The screen is beautiful, but the audio could use a bit more bass IMHO. I bought 3 for Christmas gifts.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,CrashPusher,B010CEHQTG,2017-10-20T00:00:00.000Z,4,Best Echo Device So Far,The screen really does add tremendous value. The bugs are almost all worked out and the quality of hearing my commands is night and day from a month ago.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,lmiddleton,B010CEHQTG,2018-02-02T00:00:00.000Z,5,The Echo Show is an excellent addition to our home,We really enjoy the Echo Show! I have the Echo in the living room & the Echo Show in the bedroom. It’s great to have the visual of all the requests for Alexa,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Maaroo,B010CEHQTG,2017-11-15T00:00:00.000Z,4,A lot of fun & very useful,"Love it, bought one for everyone in the family.. I know they’ll love it too",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Macdude,B010CEHQTG,2018-02-03T00:00:00.000Z,4,Great,"Purchased for my 87 year old mother as a safety/convenience, entertainment device. She loves it! finds it easy to use, loves to have music throughout the house.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Stromboli,B010CEHQTG,2017-12-24T00:00:00.000Z,5,Perfect gift for a parent with memory challenges!,"Amazon has made another great product! The “show” goes perfectly in the kitchen! Recipes, music,weather! All done hands free!! Fast set up!",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Greatdayne,B010CEHQTG,2017-12-16T00:00:00.000Z,2,No YouTube support,I bought these as a gift for my adult kids to video chat while in college. The second best feature was YouTube. Amazon just sell google home and chromcast for goodness sakes!,FALSE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,texasjohnny,B010CEHQTG,2018-02-16T00:00:00.000Z,5,Awesome product,Another great echo product... really cool feature is the lyrics scrolling across the screen when playing music!,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Deemoner,B010CEHQTG,2018-01-06T00:00:00.000Z,5,Better than expected,"It works fast and very clear, speakers sound amazing, looks great in bedroom.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,ThomasToo,B010CEHQTG,2018-09-15T15:58:24.000Z,5,Best of all the Echo line,"I have several versions of Amazon's Echos - the original, and Echo Plus, 2 Taps and 2 Dots. The Show is the best sounding of the bunch and you have the screen as a bonus. I added a battery pack to make it portable and it's perfect for us.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Cindy,B010CEHQTG,2017-11-18T16:48:39.000Z,5,,I love it. It does so much and is so easy to use. I use it mostly for music and questions.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Plucky,B010CEHQTG,2018-08-16T23:06:42.000Z,5,,"I love the Echo show. I have found so many uses such as weather updates, recipes and random questions. My grandkids love it for stories, songs, pictures and just being plain silly. I don't think I've tapped into its full potential yet. I don't think a person can go wrong with this purchase.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Gadgets1,B010CEHQTG,2018-02-02T00:00:00.000Z,4,Fun and useful product. Still learning Echo Show,"Fun and useful, very interactive and still learning all abilities.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Donald,B010CEHQTG,2017-12-31T00:00:00.000Z,5,Alexa show,It’s great I use it a lot and yes I will tell friends and family about it,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Watch,B010CEHQTG,2018-01-17T00:00:00.000Z,5,Nice to have,I really like it it’s user-friendly and I was by 55 Coolidge from Apple family to the family,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,DukeofCL,B010CEHQTG,2018-04-16T00:00:00.000Z,5,Alexa has been fun!,It has been a lot of fun using in our kitchen. I think we use it much more than we thought we would.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,HowardF,B010CEHQTG,2017-11-24T00:00:00.000Z,5,Love it,Alexa reminds me of all my appointments and it’s a great tool,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Bean,B010CEHQTG,2017-09-06T00:00:00.000Z,5,Love the Show,Nice way to see the internet and also to view security cameras. Very handy device.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,rustiz,B010CEHQTG,2017-12-26T00:00:00.000Z,5,easy to set up,"Easy to log in and set up. Good sound. Needs a remote for the volume as is changes with each radio station, song, or replies.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Bryguy,B010CEHQTG,2017-10-01T00:00:00.000Z,4,fun assistant,alexa is awesome and screen makes her even better can't wait to get another,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,TabletUser,B010CEHQTG,2018-01-16T00:00:00.000Z,5,Love it,Thanks for the display version of Alexa - I love this model.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Kalimeli,B010CEHQTG,2017-11-19T00:00:00.000Z,5,Excellent,"This is a must have is great for recepies, while you are cooking Alexa gives you the info. For the ines that are used to a tablet or iPod that you have to stop and read this is awesome plus. So much easier to follow things.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Jenn,B010CEHQTG,2017-12-09T00:00:00.000Z,5,Great for the house!,Love Alexa and everything she can do! So great you can connect to other devices.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Kelsey,B010CEHQTG,2018-09-01T19:51:34.000Z,5,,I bought the echo show for my mom for her birthday and she loves it! We use it all the time.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Allan,B010CEHQTG,2018-03-15T00:00:00.000Z,5,The best Echo for you kitchen/living room,"I have a lot of Echos devices. Each room in my house has some kind of smart speaker (I have also Google Home devices).The Echo Show is the best device to use in a living room or kitchen. The screen is bright and sharp, and it's a nice feature to follow recipes, watch videos or even listen to music once the lyrics are displayed on the screen.It's also the best way to see calendar entries, to do and shopping lists.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,blue,B010CEHQTG,2017-12-16T00:00:00.000Z,5,Great upgrade frpm the dot,I love the show. It was so easy to set up. I use it every day for music and weather info. Can'y wait to see how it works for Christmas cookies.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Judy,B010CEHQTG,2017-12-24T00:00:00.000Z,5,I am having fun learning what it will do.,"I am just learning what the Amazon Echo Show will do. I've used it as a timer, I've listened to Iheart radio, I love the smart lights that I bought at the same time. Alexa turns them on/off when I tell her to. When the holiday rush is over, I will go online to learn many more things.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Kurt,B010CEHQTG,2017-12-01T00:00:00.000Z,5,Love show,"This thing is really cool, love that it gives all the words to songs",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Muncy,B010CEHQTG,2018-02-22T00:00:00.000Z,5,Alexa is so sweet,"I’m an amazon prime member and the show is awsum I use it to communicate with the son who lives in Seattle. You can watch amazon pirime tv,play amazon music. Text, play games read the lyrics while the song is playing. I love it",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,icemike1975,B010CEHQTG,2017-11-23T00:00:00.000Z,5,Awesome,One of my favorite gadgets. It can do so .any things.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,RickyBobby,B010CEHQTG,2018-01-02T00:00:00.000Z,5,So fun!,"Easy set up, simple to use, and lots of fun! Alexa can tell you the weather forecast, play any music you’d like to hear, read you recipes and so much more! Great product",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Taylors,B010CEHQTG,2017-12-28T00:00:00.000Z,2,Alexa echo,Not a very responsive program. Very limited information program. Not user friendly.,FALSE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Tpc88888,B010CEHQTG,2017-12-15T00:00:00.000Z,5,Very nice product.,Best item I ever use. I would love to get another one.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,busybee,B010CEHQTG,2018-01-17T00:00:00.000Z,4,Fun but frustrating,"Alexa does a lot of fun things but you must enable various apps. She gives funny answers to funny question. However, she is not a complete internet surfer, many things she has no answer.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Linda,B010CEHQTG,2018-04-08T23:11:29.000Z,5,Pretty Awesome!,"I bought it for my son in laws birthday after they bought me one for Christmas. Not just good for music but helpful for grandkids homework and now we can video chat with grandkids, which the one year old loves!",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Kika,B010CEHQTG,2017-12-21T00:00:00.000Z,4,Great Buy,"Using it in my kitchen. The whole family has access and we can all use different functionality. Great for looking up recipies, music and calling relatives or friends",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Delo,B010CEHQTG,2017-12-09T00:00:00.000Z,3,Echo Show is easy to set up.,"I got this to work with my Arlo Pro camera, and it works well. I am able to have my camera for driveway and front door come up on command. I hate that I cannot get my Samsung TV to come on with a verbal request. I guess I will have to buy the plug for it. This was very easy to set up. Downloaded the app, and plugged it in, viola it walks you through the setup.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,HSTulsa,B010CEHQTG,2017-10-07T00:00:00.000Z,1,Pass,"I waited a couple months to review giving Amazon time to make this product equal to the SONY Dash from nearly a decade ago, it isn't the screen provides nothing of value and you can't turn of amazon tips! you have near zero customization can't even move the clock to the other side of the screen. And something that a sony dash did nearly 10 years ago pandora or prime music as an alarm! seriously this is the biggest fail! Run away from this half baked Amazon disaster!",FALSE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,BR549TX,B010CEHQTG,2017-10-18T00:00:00.000Z,5,Its a neat device,Im impressed with it. I can monitory my Arlo cameras at when ever i want and I can treat my Sirius radio,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Diana,B010CEHQTG,2018-01-17T00:00:00.000Z,4,Great except cannot watch Netflix or Hulu,"Very easy to use and good quality, nice picture and good size for a desk",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,rpmrtn,B010CEHQTG,2018-01-06T00:00:00.000Z,5,Fun new Amazon device,"This Alexa device is great fun, and useful for several personal assistant type applications. I use it in conjunction with some TP-Link Light switches, and it works flawlessly. It is nice to see the lyrics to songs she plays, and calling other people who have the show or spot works well. She is also really good at setting reminders and alarms. Another useful feature is as an in home intercom.",TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,Jessie,B010CEHQTG,2017-12-02T00:00:00.000Z,5,Everything is great,I Love this I don't even have to turn on my tv I just talk to Alex a and she does what I tell her.,TRUE
AWFUWc8THh53nbDRF6YO,AWFUWc8THh53nbDRF6YO,MJ1234,B010CEHQTG,2017-12-04T00:00:00.000Z,4,easy and fun to learn,Great help from assistants in the store. They were very knowledgeable and took the time to help me choose the right product for my needs.,TRUE
